cpu,real,situation
0.038,15.542,q1-mat-view-small-indexes-case:a
0.038,15.342,q1-mat-view-small-indexes-case:a
0.037,15.411,q1-mat-view-small-indexes-case:a
0.037,15.729,q1-mat-view-small-indexes-case:a
0.037,16.505,q1-mat-view-small-indexes-case:a
0.038,15.878,q1-mat-view-small-indexes-case:a
0.038,15.84,q1-mat-view-small-indexes-case:a
0.037,15.68,q1-mat-view-small-indexes-case:a
0.037,15.812,q1-mat-view-small-indexes-case:a
0.037,15.542,q1-mat-view-small-indexes-case:a
0.038,15.907,q1-mat-view-small-indexes-case:a
0.037,15.747,q1-mat-view-small-indexes-case:a
0.037,15.674,q1-mat-view-small-indexes-case:a
0.038,16.281,q1-mat-view-small-indexes-case:a
0.038,15.315,q1-mat-view-small-indexes-case:a
0.038,15.81,q1-mat-view-small-indexes-case:a
0.037,15.254,q1-mat-view-small-indexes-case:a
0.037,15.082,q1-mat-view-small-indexes-case:a
0.037,15.52,q1-mat-view-small-indexes-case:a
0.037,15.468,q1-mat-view-small-indexes-case:a
0.036,15.769,q1-mat-view-small-indexes-case:a
0.039,15.434,q1-mat-view-small-indexes-case:a
0.037,15.461,q1-mat-view-small-indexes-case:a
0.038,15.466,q1-mat-view-small-indexes-case:a
0.038,15.643,q1-mat-view-small-indexes-case:a
0.037,15.826,q1-mat-view-small-indexes-case:a
0.038,15.614,q1-mat-view-small-indexes-case:a
0.038,15.853,q1-mat-view-small-indexes-case:a
0.038,15.34,q1-mat-view-small-indexes-case:a
0.038,15.591,q1-mat-view-small-indexes-case:a
0.036,15.556,q1-mat-view-small-indexes-case:a
0.037,15.63,q1-mat-view-small-indexes-case:a
0.038,15.792,q1-mat-view-small-indexes-case:a
0.038,15.897,q1-mat-view-small-indexes-case:a
0.037,15.653,q1-mat-view-small-indexes-case:a
0.036,15.693,q1-mat-view-small-indexes-case:a
0.037,15.485,q1-mat-view-small-indexes-case:a
0.037,15.618,q1-mat-view-small-indexes-case:a
0.037,15.8,q1-mat-view-small-indexes-case:a
0.039,15.482,q1-mat-view-small-indexes-case:a
0.038,16.005,q1-mat-view-small-indexes-case:a
0.037,15.876,q1-mat-view-small-indexes-case:a
0.037,15.548,q1-mat-view-small-indexes-case:a
0.038,15.881,q1-mat-view-small-indexes-case:a
0.036,15.482,q1-mat-view-small-indexes-case:a
0.037,15.411,q1-mat-view-small-indexes-case:a
0.038,15.259,q1-mat-view-small-indexes-case:a
0.037,15.684,q1-mat-view-small-indexes-case:a
0.037,16.262,q1-mat-view-small-indexes-case:a
0.038,15.666,q1-mat-view-small-indexes-case:a
0.036,15.744,q1-mat-view-small-indexes-case:a
0.037,15.821,q1-mat-view-small-indexes-case:a
0.037,15.222,q1-mat-view-small-indexes-case:a
0.038,15.611,q1-mat-view-small-indexes-case:a
0.037,15.308,q1-mat-view-small-indexes-case:a
0.038,15.623,q1-mat-view-small-indexes-case:a
0.038,15.631,q1-mat-view-small-indexes-case:a
0.038,16.223,q1-mat-view-small-indexes-case:a
0.037,16.065,q1-mat-view-small-indexes-case:a
0.038,15.334,q1-mat-view-small-indexes-case:a
0.038,15.694,q1-mat-view-small-indexes-case:a
0.038,15.724,q1-mat-view-small-indexes-case:a
0.036,15.595,q1-mat-view-small-indexes-case:a
0.037,15.93,q1-mat-view-small-indexes-case:a
0.036,15.263,q1-mat-view-small-indexes-case:a
0.037,15.508,q1-mat-view-small-indexes-case:a
0.038,15.436,q1-mat-view-small-indexes-case:a
0.037,15.941,q1-mat-view-small-indexes-case:a
0.037,15.251,q1-mat-view-small-indexes-case:a
0.036,16.785,q1-mat-view-small-indexes-case:b
0.038,16.847,q1-mat-view-small-indexes-case:b
0.038,16.932,q1-mat-view-small-indexes-case:b
0.038,17.056,q1-mat-view-small-indexes-case:b
0.039,16.657,q1-mat-view-small-indexes-case:b
0.037,16.761,q1-mat-view-small-indexes-case:b
0.037,16.847,q1-mat-view-small-indexes-case:b
0.037,16.586,q1-mat-view-small-indexes-case:b
0.038,16.856,q1-mat-view-small-indexes-case:b
0.037,16.815,q1-mat-view-small-indexes-case:b
0.039,16.693,q1-mat-view-small-indexes-case:b
0.037,16.633,q1-mat-view-small-indexes-case:b
0.037,16.508,q1-mat-view-small-indexes-case:b
0.039,16.763,q1-mat-view-small-indexes-case:b
0.038,16.705,q1-mat-view-small-indexes-case:b
0.038,16.332,q1-mat-view-small-indexes-case:b
0.037,16.388,q1-mat-view-small-indexes-case:b
0.038,16.688,q1-mat-view-small-indexes-case:b
0.038,16.698,q1-mat-view-small-indexes-case:b
0.039,16.349,q1-mat-view-small-indexes-case:b
0.038,16.565,q1-mat-view-small-indexes-case:b
0.037,16.701,q1-mat-view-small-indexes-case:b
0.037,16.901,q1-mat-view-small-indexes-case:b
0.038,16.691,q1-mat-view-small-indexes-case:b
0.038,16.942,q1-mat-view-small-indexes-case:b
0.037,16.288,q1-mat-view-small-indexes-case:b
0.039,16.818,q1-mat-view-small-indexes-case:b
0.036,16.587,q1-mat-view-small-indexes-case:b
0.038,16.447,q1-mat-view-small-indexes-case:b
0.038,16.693,q1-mat-view-small-indexes-case:b
0.037,17.489,q1-mat-view-small-indexes-case:b
0.038,16.637,q1-mat-view-small-indexes-case:b
0.037,16.596,q1-mat-view-small-indexes-case:b
0.037,16.657,q1-mat-view-small-indexes-case:b
0.037,16.895,q1-mat-view-small-indexes-case:b
0.038,16.514,q1-mat-view-small-indexes-case:b
0.036,16.8,q1-mat-view-small-indexes-case:b
0.036,16.92,q1-mat-view-small-indexes-case:b
0.038,16.646,q1-mat-view-small-indexes-case:b
0.038,16.683,q1-mat-view-small-indexes-case:b
0.037,16.742,q1-mat-view-small-indexes-case:b
0.037,16.667,q1-mat-view-small-indexes-case:b
0.037,16.58,q1-mat-view-small-indexes-case:b
0.038,16.68,q1-mat-view-small-indexes-case:b
0.037,16.583,q1-mat-view-small-indexes-case:b
0.037,16.743,q1-mat-view-small-indexes-case:b
0.037,16.746,q1-mat-view-small-indexes-case:b
0.036,16.532,q1-mat-view-small-indexes-case:b
0.037,16.653,q1-mat-view-small-indexes-case:b
0.038,16.415,q1-mat-view-small-indexes-case:b
0.037,16.717,q1-mat-view-small-indexes-case:b
0.038,16.762,q1-mat-view-small-indexes-case:b
0.038,16.784,q1-mat-view-small-indexes-case:b
0.038,16.602,q1-mat-view-small-indexes-case:b
0.036,16.874,q1-mat-view-small-indexes-case:b
0.037,16.732,q1-mat-view-small-indexes-case:b
0.037,16.596,q1-mat-view-small-indexes-case:b
0.037,16.769,q1-mat-view-small-indexes-case:b
0.038,16.76,q1-mat-view-small-indexes-case:b
0.037,16.699,q1-mat-view-small-indexes-case:b
0.037,16.236,q1-mat-view-small-indexes-case:b
0.038,16.702,q1-mat-view-small-indexes-case:b
0.038,16.575,q1-mat-view-small-indexes-case:b
0.038,16.449,q1-mat-view-small-indexes-case:b
0.037,16.55,q1-mat-view-small-indexes-case:b
0.037,16.525,q1-mat-view-small-indexes-case:b
0.038,16.608,q1-mat-view-small-indexes-case:b
0.038,16.602,q1-mat-view-small-indexes-case:b
0.037,16.855,q1-mat-view-small-indexes-case:b
0.038,16.641,q1-mat-view-small-indexes-case:b
0.037,16.289,q1-mat-view-small-indexes-case:b
0.039,16.527,q1-mat-view-small-indexes-case:b
0.037,16.714,q1-mat-view-small-indexes-case:b
0.038,16.722,q1-mat-view-small-indexes-case:b
0.038,16.611,q1-mat-view-small-indexes-case:b
0.036,16.653,q1-mat-view-small-indexes-case:c
0.038,16.569,q1-mat-view-small-indexes-case:c
0.038,16.393,q1-mat-view-small-indexes-case:c
0.037,16.441,q1-mat-view-small-indexes-case:c
0.039,16.637,q1-mat-view-small-indexes-case:c
0.038,16.469,q1-mat-view-small-indexes-case:c
0.037,16.509,q1-mat-view-small-indexes-case:c
0.038,16.37,q1-mat-view-small-indexes-case:c
0.037,16.685,q1-mat-view-small-indexes-case:c
0.037,16.384,q1-mat-view-small-indexes-case:c
0.038,16.592,q1-mat-view-small-indexes-case:c
0.037,16.533,q1-mat-view-small-indexes-case:c
0.039,16.427,q1-mat-view-small-indexes-case:c
0.04,16.779,q1-mat-view-small-indexes-case:c
0.038,16.324,q1-mat-view-small-indexes-case:c
0.037,16.672,q1-mat-view-small-indexes-case:c
0.038,16.205,q1-mat-view-small-indexes-case:c
0.038,16.579,q1-mat-view-small-indexes-case:c
0.038,16.575,q1-mat-view-small-indexes-case:c
0.037,16.534,q1-mat-view-small-indexes-case:c
0.038,16.431,q1-mat-view-small-indexes-case:c
0.038,16.536,q1-mat-view-small-indexes-case:c
0.038,16.67,q1-mat-view-small-indexes-case:c
0.037,16.657,q1-mat-view-small-indexes-case:c
0.037,16.708,q1-mat-view-small-indexes-case:c
0.036,16.827,q1-mat-view-small-indexes-case:c
0.038,16.332,q1-mat-view-small-indexes-case:c
0.037,16.586,q1-mat-view-small-indexes-case:c
0.037,16.703,q1-mat-view-small-indexes-case:c
0.038,16.789,q1-mat-view-small-indexes-case:c
0.038,16.377,q1-mat-view-small-indexes-case:c
0.038,17.158,q1-mat-view-small-indexes-case:c
0.039,16.658,q1-mat-view-small-indexes-case:c
0.037,16.788,q1-mat-view-small-indexes-case:c
0.037,16.744,q1-mat-view-small-indexes-case:c
0.037,16.534,q1-mat-view-small-indexes-case:c
0.038,16.368,q1-mat-view-small-indexes-case:c
0.038,16.341,q1-mat-view-small-indexes-case:c
0.038,16.567,q1-mat-view-small-indexes-case:c
0.039,16.751,q1-mat-view-small-indexes-case:c
0.037,16.807,q1-mat-view-small-indexes-case:c
0.037,16.414,q1-mat-view-small-indexes-case:c
0.038,16.768,q1-mat-view-small-indexes-case:c
0.038,16.65,q1-mat-view-small-indexes-case:c
0.039,16.707,q1-mat-view-small-indexes-case:c
0.037,16.386,q1-mat-view-small-indexes-case:c
0.037,16.403,q1-mat-view-small-indexes-case:c
0.037,16.58,q1-mat-view-small-indexes-case:c
0.037,16.47,q1-mat-view-small-indexes-case:c
0.037,16.908,q1-mat-view-small-indexes-case:c
0.038,16.563,q1-mat-view-small-indexes-case:c
0.038,16.706,q1-mat-view-small-indexes-case:c
0.038,16.7,q1-mat-view-small-indexes-case:c
0.038,16.527,q1-mat-view-small-indexes-case:c
0.038,16.491,q1-mat-view-small-indexes-case:c
0.037,16.568,q1-mat-view-small-indexes-case:c
0.038,16.697,q1-mat-view-small-indexes-case:c
0.039,16.592,q1-mat-view-small-indexes-case:c
0.038,16.563,q1-mat-view-small-indexes-case:c
0.038,16.653,q1-mat-view-small-indexes-case:c
0.038,16.665,q1-mat-view-small-indexes-case:c
0.037,16.458,q1-mat-view-small-indexes-case:c
0.037,16.883,q1-mat-view-small-indexes-case:c
0.038,16.529,q1-mat-view-small-indexes-case:c
0.037,16.68,q1-mat-view-small-indexes-case:c
0.038,16.477,q1-mat-view-small-indexes-case:c
0.037,16.469,q1-mat-view-small-indexes-case:c
0.038,16.531,q1-mat-view-small-indexes-case:c
0.037,16.246,q1-mat-view-small-indexes-case:c
0.037,16.497,q1-mat-view-small-indexes-case:c
0.037,16.654,q1-mat-view-small-indexes-case:c
0.039,16.557,q1-mat-view-small-indexes-case:c
0.039,16.528,q1-mat-view-small-indexes-case:c
0.037,16.585,q1-mat-view-small-indexes-case:c
0.038,16.588,q1-mat-view-small-indexes-case:c
0.046,0.053,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.047,0.05,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.047,0.05,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.047,0.05,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.047,0.05,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.047,0.051,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.047,0.05,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.047,0.05,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.046,0.049,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.046,0.05,q3-mat-view-small-indexes-case:a
0.045,0.049,q3-mat-view-small-indexes-case:a
0.047,0.05,q3-mat-view-small-indexes-case:a
0.045,0.061,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.044,0.048,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.046,0.05,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.046,0.05,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.046,0.05,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.046,0.05,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.046,0.05,q3-mat-view-small-indexes-case:b
0.046,0.05,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.046,0.05,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.046,0.05,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.046,0.05,q3-mat-view-small-indexes-case:b
0.046,0.05,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.046,0.05,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.046,0.05,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.047,0.05,q3-mat-view-small-indexes-case:b
0.046,0.05,q3-mat-view-small-indexes-case:b
0.046,0.05,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.047,0.05,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.046,0.05,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.047,0.05,q3-mat-view-small-indexes-case:b
0.045,0.049,q3-mat-view-small-indexes-case:b
0.046,0.05,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.046,0.049,q3-mat-view-small-indexes-case:b
0.046,0.066,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.045,0.049,q3-mat-view-small-indexes-case:c
0.045,0.049,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.045,0.049,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.045,0.049,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.045,0.049,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.045,0.049,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.045,0.049,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.045,0.049,q3-mat-view-small-indexes-case:c
0.045,0.049,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.045,0.049,q3-mat-view-small-indexes-case:c
0.045,0.049,q3-mat-view-small-indexes-case:c
0.045,0.049,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.045,0.049,q3-mat-view-small-indexes-case:c
0.045,0.049,q3-mat-view-small-indexes-case:c
0.045,0.049,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.045,0.049,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.047,0.05,q3-mat-view-small-indexes-case:c
0.047,0.05,q3-mat-view-small-indexes-case:c
0.047,0.05,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.047,0.05,q3-mat-view-small-indexes-case:c
0.047,0.05,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.045,0.049,q3-mat-view-small-indexes-case:c
0.046,0.05,q3-mat-view-small-indexes-case:c
0.045,0.048,q3-mat-view-small-indexes-case:c
0.046,0.049,q3-mat-view-small-indexes-case:c
0.048,33.438,q1-mat-view-big-no-indexes-case:a
0.055,15.347,q1-mat-view-big-no-indexes-case:a
0.052,15.841,q1-mat-view-big-no-indexes-case:a
0.052,15.753,q1-mat-view-big-no-indexes-case:a
0.054,15.647,q1-mat-view-big-no-indexes-case:a
0.059,15.772,q1-mat-view-big-no-indexes-case:a
0.049,15.81,q1-mat-view-big-no-indexes-case:a
0.049,16.763,q1-mat-view-big-no-indexes-case:a
0.049,16.724,q1-mat-view-big-no-indexes-case:a
0.053,16.957,q1-mat-view-big-no-indexes-case:a
0.047,16.535,q1-mat-view-big-no-indexes-case:a
0.05,16.288,q1-mat-view-big-no-indexes-case:a
0.047,16.313,q1-mat-view-big-no-indexes-case:a
0.049,15.6,q1-mat-view-big-no-indexes-case:a
0.058,16.761,q1-mat-view-big-no-indexes-case:a
0.046,13.682,q1-mat-view-big-no-indexes-case:a
0.047,14.661,q1-mat-view-big-no-indexes-case:a
0.048,14.111,q1-mat-view-big-no-indexes-case:a
0.046,14.111,q1-mat-view-big-no-indexes-case:a
0.047,14.156,q1-mat-view-big-no-indexes-case:a
0.047,13.671,q1-mat-view-big-no-indexes-case:a
0.047,13.711,q1-mat-view-big-no-indexes-case:a
0.047,13.731,q1-mat-view-big-no-indexes-case:a
0.047,13.7,q1-mat-view-big-no-indexes-case:a
0.047,13.748,q1-mat-view-big-no-indexes-case:a
0.047,13.543,q1-mat-view-big-no-indexes-case:a
0.047,13.718,q1-mat-view-big-no-indexes-case:a
0.047,14.083,q1-mat-view-big-no-indexes-case:a
0.047,13.962,q1-mat-view-big-no-indexes-case:a
0.048,14.44,q1-mat-view-big-no-indexes-case:a
0.046,13.629,q1-mat-view-big-no-indexes-case:a
0.048,13.838,q1-mat-view-big-no-indexes-case:a
0.047,13.71,q1-mat-view-big-no-indexes-case:a
0.048,13.651,q1-mat-view-big-no-indexes-case:a
0.046,13.723,q1-mat-view-big-no-indexes-case:a
0.048,13.776,q1-mat-view-big-no-indexes-case:a
0.048,13.88,q1-mat-view-big-no-indexes-case:a
0.047,13.753,q1-mat-view-big-no-indexes-case:a
0.047,13.702,q1-mat-view-big-no-indexes-case:a
0.047,13.623,q1-mat-view-big-no-indexes-case:a
0.047,13.645,q1-mat-view-big-no-indexes-case:a
0.047,13.719,q1-mat-view-big-no-indexes-case:a
0.046,14.155,q1-mat-view-big-no-indexes-case:a
0.048,13.793,q1-mat-view-big-no-indexes-case:a
0.047,13.73,q1-mat-view-big-no-indexes-case:a
0.047,13.646,q1-mat-view-big-no-indexes-case:a
0.048,13.662,q1-mat-view-big-no-indexes-case:a
0.047,13.689,q1-mat-view-big-no-indexes-case:a
0.047,13.569,q1-mat-view-big-no-indexes-case:a
0.047,13.664,q1-mat-view-big-no-indexes-case:a
0.047,14.3,q1-mat-view-big-no-indexes-case:a
0.048,13.659,q1-mat-view-big-no-indexes-case:a
0.047,13.687,q1-mat-view-big-no-indexes-case:a
0.046,13.636,q1-mat-view-big-no-indexes-case:a
0.047,13.642,q1-mat-view-big-no-indexes-case:a
0.047,13.605,q1-mat-view-big-no-indexes-case:a
0.046,13.747,q1-mat-view-big-no-indexes-case:a
0.047,13.624,q1-mat-view-big-no-indexes-case:a
0.047,13.557,q1-mat-view-big-no-indexes-case:a
0.047,13.692,q1-mat-view-big-no-indexes-case:a
0.047,13.685,q1-mat-view-big-no-indexes-case:a
0.048,13.7,q1-mat-view-big-no-indexes-case:a
0.048,13.697,q1-mat-view-big-no-indexes-case:a
0.048,14.238,q1-mat-view-big-no-indexes-case:a
0.047,14.155,q1-mat-view-big-no-indexes-case:a
0.048,13.635,q1-mat-view-big-no-indexes-case:a
0.046,13.739,q1-mat-view-big-no-indexes-case:a
0.047,13.637,q1-mat-view-big-no-indexes-case:a
0.047,13.616,q1-mat-view-big-no-indexes-case:a
0.046,13.65,q1-mat-view-big-no-indexes-case:a
0.047,13.718,q1-mat-view-big-no-indexes-case:a
0.047,13.713,q1-mat-view-big-no-indexes-case:a
0.047,14.555,q1-mat-view-big-no-indexes-case:a
0.046,13.718,q1-mat-view-big-no-indexes-case:a
0.047,13.582,q1-mat-view-big-no-indexes-case:a
0.047,13.888,q1-mat-view-big-no-indexes-case:b
0.047,14.642,q1-mat-view-big-no-indexes-case:b
0.047,13.595,q1-mat-view-big-no-indexes-case:b
0.048,13.596,q1-mat-view-big-no-indexes-case:b
0.047,13.649,q1-mat-view-big-no-indexes-case:b
0.046,13.635,q1-mat-view-big-no-indexes-case:b
0.047,13.651,q1-mat-view-big-no-indexes-case:b
0.047,13.739,q1-mat-view-big-no-indexes-case:b
0.047,13.617,q1-mat-view-big-no-indexes-case:b
0.048,13.69,q1-mat-view-big-no-indexes-case:b
0.047,13.643,q1-mat-view-big-no-indexes-case:b
0.047,13.637,q1-mat-view-big-no-indexes-case:b
